0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,2.0053e-07
0.8,2.0053e-07
0.9,4.3698e-07
1,9.5061e-07
1.1,1.642e-06
1.2,2.9815e-06
1.3,4.6522e-06
1.4,6.9539e-06
1.5,1.0336e-05
1.6,1.4383e-05
1.7,1.812e-05
1.8,2.2546e-05
1.9,2.7251e-05
2,3.123e-05
2.1,3.5267e-05
2.2,4.0779e-05
2.3,4.5078e-05
2.4,5.0191e-05
2.5,5.6239e-05
2.6,6.0149e-05
2.7,6.2709e-05
2.8,6.7053e-05
2.9,7.0644e-05
3,7.4554e-05
3.1,7.9821e-05
3.2,8.2698e-05
3.3,8.6073e-05
3.4,9.021e-05
3.5,9.3192e-05
3.6,9.5512e-05
3.7,9.6912e-05
3.8,9.8709e-05
3.9,0.0001009
4,0.00010376
4.1,0.0001062
4.2,0.00010797
4.3,0.00010889
4.4,0.00010944
4.5,0.0001123
4.6,0.00011407
4.7,0.00011492
4.8,0.00011537
4.9,0.00011559
5,0.00011588
5.1,0.00011703
5.2,0.00011768
5.3,0.00011867
5.4,0.00011896
5.5,0.00011914
5.6,0.00011968
5.7,0.00012026
5.8,0.0001208
5.9,0.00012113
6,0.00012126
6.1,0.00012159
6.2,0.0001217
6.3,0.00012226
6.4,0.00012238
6.5,0.00012246
6.6,0.00012266
6.7,0.00012305
6.8,0.00012347
6.9,0.00012361
7,0.00012379
7.1,0.00012391
7.2,0.00012398
7.3,0.00012398
7.4,0.00012398
7.5,0.00012398
7.6,0.00012398
7.7,0.00012398
7.8,0.00012398
7.9,0.00012398
8,0.00012398
8.1,0.00012398
8.2,0.00012418
8.3,0.00012418
8.4,0.00012418
8.5,0.00012418
8.6,0.00012418
8.7,0.00012418
8.8,0.00012418
8.9,0.00012418
9,0.00012418
9.1,0.00012418
9.2,0.00012418
9.3,0.00012418
9.4,0.00012418
9.5,0.00012418
9.6,0.00012418
9.7,0.00012418
9.8,0.00012418
9.9,0.00012418
10,0.00012418
10.1,0.00012418
10.2,0.00012418
10.3,0.00012418
10.4,0.00012418
10.5,0.00012418
10.6,0.00012418
10.7,0.00012418
10.8,0.00012418
10.9,0.00012418
11,0.00012418
11.1,0.00012418
11.2,0.00012418
11.3,0.00012418
11.4,0.00012418
11.5,0.00012418
11.6,0.00012418
11.7,0.00012418
11.8,0.00012418
11.9,0.00012418
12,0.00012418
12.1,0.00012418
12.2,0.00012418
12.3,0.00012418
12.4,0.00012418
12.5,0.00012418
12.6,0.00012418
12.7,0.00012418
12.8,0.00012418
12.9,0.00012418
13,0.00012418
13.1,0.00012418
13.2,0.00012418
13.3,0.00012418
13.4,0.00012418
13.5,0.00012418
13.6,0.00012418
13.7,0.00012418
13.8,0.00012418
13.9,0.00012418
14,0.00012418
14.1,0.00012418
14.2,0.00012418
14.3,0.00012418
14.4,0.00012418
14.5,0.00012418
14.6,0.00012418
14.7,0.00012418
14.8,0.00012418
14.9,0.00012418
15,0.00012418
15.1,0.00012418
15.2,0.00012418
15.3,0.00012418
15.4,0.00012418
15.5,0.00012418
15.6,0.00012418
15.7,0.00012418
15.8,0.00012418
15.9,0.00012418
16,0.00012418
16.1,0.00012418
16.2,0.00012418
16.3,0.00012418
16.4,0.00012418
16.5,0.00012418
16.6,0.00012418
16.7,0.00012418
16.8,0.00012418
16.9,0.00012418
17,0.00012418
17.1,0.00012418
17.2,0.00012418
17.3,0.00012418
17.4,0.00012418
17.5,0.00012418
17.6,0.00012418
17.7,0.00012418
17.8,0.00012418
17.9,0.00012418
18,0.00012418
18.1,0.00012418
18.2,0.00012418
18.3,0.00012418
18.4,0.00012418
18.5,0.00012418
18.6,0.00012418
18.7,0.00012418
18.8,0.00012418
18.9,0.00012418
19,0.00012418
19.1,0.00012418
19.2,0.00012418
19.3,0.00012418
19.4,0.00012418
19.5,0.00012418
19.6,0.00012418
19.7,0.00012418
19.8,0.00012418
19.9,0.00012418
